,22001,22003,22005,22007,22009,22011,22013,22015,22017,22019,22021,22023,22025,22027,22029,22031,22033,22035,22037,22039,22041,22043,22045,22047,22049,22051,22053,22055,22057,22059,22061,22063,22065,22067,22069,22071,22073,22075,22077,22079,22081,22083,22085,22087,22089,22091,22093,22095,22097,22099,22101,22103,22105,22107,22109,22111,22113,22115,22117,22119,22121,22123,22125,22127
1117,41283,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,54,0,0,38,0,0,38,0,0,29,153,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,35,0,0,0,0,0,0,129,0,0,0,0,0,0,0
1118,0,14270,0,0,0,53,0,0,0,171,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0
1119,0,0,48437,116,0,0,0,0,0,24,0,0,0,0,0,0,585,0,0,0,0,0,0,63,0,67,0,20,25,0,0,231,0,0,0,41,0,0,0,0,0,0,0,0,0,0,62,37,0,0,0,31,21,0,0,0,0,0,0,0,0,0,0,0
1120,0,0,167,17159,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,33,0,18,0,0,155,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,67,0,0,0,0,0,0,0,0,0
1121,0,0,0,0,27364,0,0,0,0,0,0,0,0,0,0,0,122,0,0,33,0,0,0,0,0,20,0,55,0,0,0,0,0,0,0,26,0,0,0,288,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,0,39,0,0,0,21475,0,0,0,405,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582,0,0,0,0,0,0
1123,0,0,0,0,0,0,11162,67,51,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0
1124,0,0,0,0,0,0,60,63668,2594,31,0,0,0,28,0,60,69,0,0,0,0,0,0,0,0,38,0,0,0,0,31,0,0,0,39,0,87,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0
1125,0,0,0,0,0,0,67,2433,185423,44,0,0,0,32,0,451,251,0,0,0,0,0,0,0,0,70,0,86,0,23,90,0,0,0,113,60,163,0,0,105,65,0,52,0,0,0,0,0,0,0,0,32,0,0,0,0,0,45,0,168,0,0,0,0
1126,85,93,0,0,0,335,0,39,72,132852,0,145,0,0,0,0,248,0,0,57,0,0,47,0,0,102,271,270,0,0,32,0,0,0,21,61,28,0,0,58,0,0,40,0,0,0,0,0,85,0,24,44,0,0,53,0,34,101,0,0,0,0,0,0
1127,0,0,0,0,0,0,0,0,0,0,6721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,0,0,0,0,0,0,0,0,0,220,0,6295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,0,0,0,0,0,0,0,0,0,0,0,0,7864,0,101,0,0,0,0,0,32,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,33,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
